48	21	8	2	46
48	67	84	40	12
13	100	23	42	60
92	24	77	84	11
48	57	1	77	73
81	44	12	89	17
63	87	65	22	51
37	46	10	26	57
84	17	35	36	83
11	95	98	76	34
78	66	78	25	96
93	39	85	92	13
80	35	6	19	34
91	98	58	38	49
91	52	37	78	42
6	90	94	38	93
99	77	1	15	51
48	24	32	98	83
22	56	29	64	13
96	31	46	93	61
56	30	2	47	15
79	48	81	53	49
5	5	46	7	20
39	43	39	72	73
43	4	10	11	44
86	68	2	11	41
93	66	76	49	6
95	88	90	69	32
52	4	64	55	71
43	95	9	97	32
16	82	22	79	87
53	86	28	5	17
78	9	54	32	55
90	86	39	56	48
36	28	66	74	24
31	58	46	2	51
82	7	42	79	30
21	47	91	90	69
1	74	76	49	67
97	18	44	70	9
29	76	27	36	71
94	6	72	27	23
86	41	67	59	50
41	27	46	26	22
66	22	87	13	45
56	27	12	49	81
44	57	37	59	29
30	13	100	97	88
70	7	6	15	10
52	38	45	55	28
39	15	11	28	87
98	46	98	94	2
87	45	40	67	64
49	25	90	50	27
9	64	62	93	52
75	90	9	55	56
70	73	40	12	6
88	45	46	30	37
62	25	66	42	6
49	30	28	73	1
86	52	69	36	29
28	63	72	13	93
57	18	78	86	7
87	84	84	73	98
60	58	31	51	92
30	89	82	28	83
1	27	26	100	88
66	27	67	49	82
91	65	35	25	21
97	27	1	25	99
93	13	61	40	57
20	93	40	77	100
20	94	91	90	38
10	36	6	86	44
13	36	6	88	13
43	15	40	63	67
53	11	29	50	35
4	27	30	100	31
13	29	36	56	58
91	82	32	47	73
88	44	59	63	69
24	2	6	49	36
92	87	23	84	2
99	52	67	32	56
22	18	16	98	82
33	26	68	78	1
82	99	99	58	79
91	7	36	17	81
33	73	78	67	43
81	27	65	85	96
32	32	97	70	8
99	13	30	75	6
13	79	77	78	12
44	62	25	70	62
70	61	57	30	67
99	81	31	22	10
85	36	41	46	1
63	26	20	24	33
78	65	55	65	71
19	32	12	51	77
89	64	94	49	21
69	42	54	72	66
51	48	20	52	85
13	9	58	30	37
30	13	20	51	54
44	68	100	92	65
93	82	76	2	78
75	28	80	96	13
77	11	60	71	25
4	64	93	6	26
75	89	97	75	36
15	86	30	67	46
57	31	86	45	45
61	94	75	69	16
43	100	78	55	25
35	8	12	10	96
24	17	90	3	71
64	91	28	18	96
87	65	47	56	2
86	28	17	54	60
61	70	71	68	59
8	43	95	40	93
70	44	28	76	95
2	39	53	76	26
61	9	84	17	44
72	47	69	14	37
95	74	50	37	84
78	25	6	50	40
28	58	41	65	56
85	27	49	87	18
75	14	46	72	74
7	55	88	17	33
19	1	70	6	41
80	52	55	61	28
60	29	6	29	37
62	67	27	92	63
33	52	73	40	52
94	60	13	99	77
18	10	57	96	44
96	81	55	30	29
69	70	6	87	36
47	38	60	83	41
35	48	44	80	78
70	31	11	35	16
4	93	64	95	21
2	31	64	38	25
46	17	61	62	46
35	23	31	63	32
64	66	38	5	83
64	54	37	13	99
71	66	56	1	34
29	33	3	49	22
39	46	99	10	17
22	62	85	38	54
87	16	1	27	57
77	45	35	96	70
87	23	67	24	40
90	38	76	76	16
74	80	47	34	65
95	31	68	40	75
26	28	87	74	48
85	76	42	64	36
13	13	21	41	73
64	2	8	60	36
42	49	96	60	8
98	68	86	9	45
15	98	64	42	41
1	32	1	57	89
76	79	98	40	47
93	8	64	93	7
40	33	77	36	49
60	41	94	67	25
49	50	90	48	73
99	57	76	51	18
68	51	58	33	95
22	55	24	8	43
60	60	8	94	29
4	70	21	3	67
71	19	3	39	67
85	78	17	25	20
27	69	69	63	52
11	55	84	26	12
87	83	56	97	30
70	40	33	3	71
9	74	56	66	71
47	45	33	81	13
33	69	8	100	11
88	91	57	75	57
64	99	7	65	53
55	87	21	68	94
66	33	53	41	20
39	42	94	91	95
72	50	97	41	100
100	56	22	32	38
40	33	7	57	60
31	91	98	14	51
77	53	10	74	15
40	54	30	20	70
68	71	60	9	65
80	91	67	45	41
28	95	69	24	68
21	6	51	65	6
13	32	32	44	1
49	61	32	77	64
13	17	81	3	49
17	1	85	55	82
91	15	17	67	4
82	58	38	70	37
44	70	2	74	22
11	79	28	89	60
83	52	94	40	81
97	55	62	98	47
25	87	71	96	70
2	94	14	83	76
20	57	2	7	16
79	68	17	96	88
31	73	61	75	26
91	94	64	1	36
7	66	24	74	56
64	56	77	4	80
76	98	75	10	49
93	88	52	86	78
37	89	99	78	65
35	91	37	25	1
47	46	79	85	96
77	3	66	40	46
59	16	69	51	84
30	14	42	57	63
53	67	15	43	35
38	52	87	13	74
47	57	48	54	6
10	35	65	43	78
15	46	100	2	50
62	35	75	35	1
70	23	28	99	38
93	36	40	32	99
47	15	44	42	41
29	27	46	4	2
48	58	26	57	50
54	74	86	29	55
90	95	53	30	29
40	85	95	22	33
81	21	50	38	22
87	27	82	68	87
59	64	38	61	86
40	27	72	64	47
90	63	70	42	21
61	90	82	64	83
15	81	28	14	43
5	97	76	47	73
35	99	13	74	28
89	3	8	50	94
22	71	10	67	99
18	7	58	42	57
84	15	20	10	100
58	11	89	40	6
1	44	91	68	95
16	97	43	81	5
41	53	18	33	24
98	75	13	13	93
91	92	35	90	67
7	27	90	33	41
28	24	66	75	37
66	99	35	15	49
68	30	10	25	19
19	33	94	93	10
27	86	31	100	98
91	18	84	13	15
17	49	58	15	19
33	68	34	33	33
13	97	23	97	60
76	99	17	71	18
12	63	82	6	62
49	12	88	90	63
91	74	46	8	25
87	63	91	27	84
98	8	30	16	69
36	41	98	49	3
45	44	8	55	95
2	96	83	87	10
90	87	36	76	52
47	2	43	21	42
1	78	37	85	72
28	7	17	91	14
18	37	5	38	69
89	34	53	48	5
79	85	37	62	91
53	75	93	99	20
62	9	73	11	94
28	68	20	94	36
61	9	95	72	4
42	11	26	38	25
83	30	68	3	80
55	56	20	28	59
11	22	79	65	89
26	33	94	89	9
46	72	66	60	24
93	84	45	78	21
66	50	12	63	27
5	23	30	39	58
67	58	64	16	32
35	97	46	85	3
51	61	93	11	16
24	12	72	70	63
72	68	19	93	62
96	64	85	86	53
8	100	32	35	86
14	44	36	74	12
27	4	64	16	90
65	69	30	100	72
53	39	47	61	52
93	76	64	32	24
100	97	34	19	87
77	6	30	66	46
84	52	78	99	14
66	29	32	8	10
52	16	69	70	33
80	47	12	73	75
43	58	44	59	58
99	93	100	19	19
94	58	62	80	100
38	94	29	83	76
34	27	2	63	19
36	41	13	58	85
18	27	35	5	6
90	22	94	70	33
69	78	40	58	8
95	49	16	20	91
97	98	29	2	5
95	88	48	93	15
85	51	36	80	22
54	42	52	50	10
47	61	71	88	95
4	64	42	94	67
82	53	59	98	77
21	4	4	11	43
82	54	21	88	97
65	2	26	54	51
71	19	46	86	21
8	17	49	78	8
20	79	55	22	95
20	18	94	41	40
92	51	38	68	16
2	45	75	53	79
49	4	34	93	22
69	39	54	33	60
56	77	83	85	42
24	95	19	12	87
73	82	67	46	7
29	63	61	48	75
12	62	18	61	9
32	20	83	67	43
13	27	29	22	54
14	93	34	100	48
2	52	36	91	15
64	88	69	29	87
32	96	1	50	45
3	55	72	100	72
97	98	62	11	1
94	95	44	40	14
70	49	45	48	5
37	19	3	91	24
2	42	80	58	19
61	53	30	79	23
16	25	75	21	87
55	23	68	91	27
59	20	25	93	89
34	2	44	40	39
46	74	47	83	80
25	100	87	94	39
13	11	34	84	13
71	97	34	73	27
50	29	55	82	99
5	20	63	83	65
16	78	41	56	3
47	33	100	18	26
97	85	57	63	35
46	85	82	69	28
84	82	91	69	36
11	60	45	92	42
61	67	35	49	62
32	9	86	57	32
83	57	91	49	66
24	82	31	31	86
35	22	6	40	20
7	64	92	68	79
55	89	99	87	63
32	14	87	9	35
5	7	18	31	58
5	2	60	8	25
6	60	16	38	11
62	42	43	65	61
30	10	21	91	5
27	86	92	58	92
80	56	61	50	43
96	3	1	33	52
81	6	96	83	79
51	51	75	87	30
2	53	48	27	12
12	85	66	47	63
33	53	46	26	49
58	54	54	42	64
96	1	31	24	95
6	23	49	27	100
53	82	68	28	71
33	71	54	31	64
58	93	11	58	94
68	49	93	19	72
84	92	24	2	41
54	20	44	40	35
34	34	82	84	28
86	20	23	41	39
80	63	48	67	43
86	89	14	64	66
69	45	29	49	21
75	7	6	62	93
93	74	77	48	17
33	64	83	78	18
3	35	71	17	5
29	24	13	40	32
9	13	58	67	17
90	40	37	23	65
38	32	31	10	36
21	57	37	10	81
36	93	74	18	30
32	17	96	72	94
79	11	53	17	34
33	28	84	80	42
37	30	55	89	71
69	14	78	24	53
18	3	6	11	8
26	90	2	19	97
6	40	60	40	4
34	13	5	48	12
47	12	86	65	52
62	88	53	70	79
81	67	49	19	92
76	48	50	75	21
16	26	30	78	73
67	46	48	27	39
9	81	78	36	14
2	73	67	89	69
97	21	66	28	66
10	75	53	14	50
77	88	71	93	9
37	45	93	34	74
92	65	26	55	96
94	15	30	22	89
98	64	46	92	85
34	3	34	22	29
63	24	18	82	76
99	47	42	48	82
51	88	84	47	47
51	70	88	84	89
2	47	29	57	87
12	30	19	48	7
24	67	33	81	61
64	47	83	66	28
74	69	86	73	13
55	4	99	7	48
2	72	14	88	75
72	48	80	47	98
1	31	42	82	18
80	14	11	89	27
31	15	20	67	95
18	65	37	62	35
95	68	60	61	23
45	83	71	93	43
27	67	17	56	54
28	42	24	44	46
50	53	95	87	84
4	25	100	23	64
89	83	43	51	98
39	49	77	80	40
47	57	8	79	76
10	32	95	12	37
22	81	29	38	21
91	36	33	86	44
16	60	54	4	90
53	46	53	65	9
98	36	63	69	79
99	6	48	74	3
27	89	26	56	98
36	56	42	58	63
64	57	88	11	3
17	56	10	27	58
98	66	14	92	27
81	24	54	8	88
28	40	16	21	96
69	50	68	30	35
49	56	8	45	50
83	2	15	77	65
95	55	37	84	59
59	65	87	35	81
34	67	88	20	78
80	2	91	69	41
44	59	53	51	95
77	13	90	84	48
14	18	62	19	1
58	33	18	58	87
21	39	92	2	51
10	61	82	66	27
49	89	97	78	52
93	84	24	98	4
57	43	39	33	69
81	33	23	51	20
67	6	8	96	90
25	35	60	24	30
42	36	82	52	84
54	52	48	12	66
97	98	31	17	85
39	42	1	70	26
84	30	51	50	56
25	9	67	12	11
82	66	62	10	97
15	82	46	28	69
59	87	88	62	81
18	64	19	5	57
32	8	95	68	99
26	99	75	71	75
78	28	100	39	75
18	34	25	66	96
16	19	48	41	51
56	90	55	91	75
13	3	22	2	76
49	49	61	45	71
98	13	39	26	67
13	66	25	58	52
92	56	77	24	13
67	94	28	71	44
29	2	94	28	43
85	24	98	25	32
6	43	34	75	88
31	82	94	65	61
99	35	28	95	85
42	93	68	81	16
49	52	53	27	96
1	13	56	99	12
69	71	86	7	18
59	48	24	62	16
79	42	25	32	26
12	47	53	5	97
42	2	93	70	92
81	52	58	35	24
98	30	92	94	58
52	83	93	21	46
18	8	39	57	69
77	38	98	87	47
68	78	9	70	7
99	26	47	43	96
43	83	54	65	58
33	28	1	60	57
8	8	2	85	33
35	49	60	26	77
41	19	66	77	40
51	89	67	32	47
37	1	67	23	91
33	81	10	17	98
24	74	25	32	22
10	89	82	6	48
85	16	48	69	27
49	11	93	4	36
45	43	72	9	31
79	86	54	84	46
30	96	49	30	98
3	82	19	38	42
94	91	67	83	7
53	7	52	25	55
13	99	37	16	59
14	22	88	47	65
43	67	54	15	33
18	42	45	60	75
52	4	8	92	6
56	21	5	59	33
36	57	43	19	91
18	31	66	62	10
40	5	84	44	39
88	78	9	98	92
96	75	51	69	39
30	69	52	46	40
37	57	31	87	2
41	53	15	8	9
59	88	98	67	40
47	69	18	52	12
53	19	49	39	7
50	2	88	11	66
44	35	59	43	37
19	75	8	52	80
9	59	76	97	60
41	13	30	4	91
64	62	58	10	56
20	54	61	48	43
46	99	75	68	54
93	66	100	29	36
99	32	5	33	100
87	49	46	74	48
38	87	56	6	69
65	98	21	96	20
79	21	14	63	26
2	46	5	50	15
92	88	53	60	33
90	82	29	29	3
94	23	1	65	38
1	60	68	5	80
68	46	82	43	60
60	44	1	93	52
90	33	25	10	100
35	30	16	27	93
60	5	26	17	6
95	49	79	38	30
59	82	85	8	17
75	37	58	89	3
20	64	26	89	97
50	48	68	62	93
51	19	63	63	32
34	23	46	67	55
80	56	85	92	20
48	2	50	73	88
46	36	81	28	14
42	19	38	31	21
20	35	59	100	73
41	6	23	49	96
14	64	49	71	43
89	39	75	11	12
79	12	83	80	55
36	90	7	92	66
53	78	1	28	99
8	65	60	100	94
66	82	16	52	26
67	72	33	90	83
39	18	6	45	33
56	62	48	45	83
72	77	49	39	21
13	100	53	64	16
73	22	53	28	20
10	33	95	32	38
93	88	8	46	1
15	26	65	58	19
63	14	41	56	59
4	31	23	13	23
30	33	72	1	99
67	21	49	47	87
17	57	13	83	80
78	52	79	72	12
14	61	97	65	30
17	48	45	89	61
24	53	12	89	84
91	76	55	70	70
57	80	73	6	10
64	9	72	89	66
12	64	97	50	9
3	75	70	56	99
43	55	61	81	7
55	77	24	19	60
57	49	45	86	29
19	13	71	82	79
55	21	44	10	82
17	81	12	13	12
4	70	35	91	50
22	49	91	4	9
86	62	35	36	93
6	15	31	60	7
85	86	97	65	34
70	75	4	63	10
12	47	36	95	60
48	24	49	52	88
46	96	94	29	96
13	9	26	72	40
21	47	82	79	39
38	54	14	2	81
72	13	3	56	28
8	52	1	12	13
81	94	8	1	59
83	70	65	80	97
38	15	83	59	60
57	75	49	93	6
49	97	66	10	37
96	65	2	72	85
38	42	47	4	14
42	72	62	52	67
13	83	96	13	31
44	24	51	41	51
30	43	18	66	46
25	33	69	92	5
59	33	69	26	82
43	57	60	97	65
41	76	80	84	82
20	38	49	49	60
51	29	12	30	79
71	87	77	48	22
77	66	85	1	56
76	71	56	68	85
73	95	59	63	5
88	55	92	15	69
70	93	93	21	32
37	99	79	1	67
23	96	38	22	22
84	48	12	86	60
15	48	47	33	27
23	43	24	52	19
78	83	14	5	14
77	62	56	58	68
88	85	79	88	44
63	77	9	69	95
92	10	74	7	54
34	9	50	3	49
27	84	13	94	63
39	86	65	23	99
66	68	9	61	32
70	100	43	97	18
100	79	4	2	64
49	73	52	11	43
72	29	50	5	21
56	36	9	76	68
6	71	4	76	23
4	99	50	76	77
25	71	80	10	28
98	13	79	2	68
9	45	3	48	61
7	28	15	16	89
69	24	92	89	43
39	100	50	8	41
17	12	62	62	72
100	83	5	48	84
5	82	91	8	6
75	73	13	5	85
55	70	19	5	46
59	50	39	71	4
75	28	63	67	19
24	97	9	64	20
13	79	45	69	59
62	41	6	8	50
55	38	79	71	49
98	45	22	31	46
41	47	13	70	30
86	89	67	11	33
16	63	13	57	8
67	63	82	24	10
40	90	34	28	84
57	50	85	17	14
44	8	85	94	23
18	49	71	99	18
38	67	6	57	35
74	68	12	17	3
43	6	20	92	89
27	4	14	15	55
100	71	83	82	32
82	48	43	3	16
36	10	37	9	23
19	18	82	93	21
23	15	97	34	84
43	70	13	8	10
22	48	34	87	7
80	68	15	59	9
35	4	6	74	68
19	90	5	78	37
100	69	31	3	95
7	54	76	87	32
92	64	37	18	92
84	22	83	18	28
21	60	63	76	55
3	4	55	14	57
82	34	69	74	87
70	14	64	16	5
25	11	41	47	52
44	46	83	35	49
66	8	63	24	67
59	96	79	95	10
100	75	57	25	72
45	61	55	14	73
79	99	46	87	57
7	26	78	52	17
9	51	30	85	75
87	83	25	32	15
9	26	41	42	77
72	85	14	26	48
84	95	80	90	87
84	60	39	27	44
20	80	36	74	87
77	11	95	7	67
25	90	68	94	93
76	70	53	1	33
51	23	47	64	9
94	30	24	34	52
47	96	10	47	59
76	94	22	76	72
35	44	9	8	80
13	16	53	100	53
69	11	6	31	18
36	51	34	25	67
61	62	81	56	52
56	10	93	94	58
27	49	56	58	70
100	1	91	84	19
55	41	95	28	87
85	2	21	42	17
100	18	5	3	68
41	100	59	8	40
22	94	51	40	74
15	11	50	40	44
75	99	99	59	79
93	3	19	65	7
11	73	38	60	70
60	69	49	2	55
27	65	98	58	47
17	15	82	10	80
75	13	39	93	55
93	68	1	49	60
47	85	35	42	29
6	89	55	42	51
56	6	69	17	44
42	3	28	6	8
82	81	74	25	45
83	56	40	43	79
80	3	66	12	99
4	66	3	22	22
2	78	17	77	17
28	43	52	41	49
68	16	58	81	51
60	38	20	66	9
99	55	34	63	98
62	2	98	58	21
29	71	82	20	77
47	8	95	91	22
5	72	79	86	82
81	62	30	11	90
85	90	51	79	62
6	54	24	64	50
71	59	29	53	80
45	73	69	35	19
84	33	43	3	55
33	63	69	21	95
25	10	100	91	84
49	18	28	21	24
100	84	65	21	33
6	53	46	31	46
76	7	83	45	47
91	34	20	21	1
99	50	68	55	64
14	35	92	53	21
3	85	71	8	17
32	13	61	95	35
75	66	75	54	59
17	67	29	6	12
92	13	76	65	60
34	54	7	21	7
64	54	27	92	53
21	72	62	16	33
92	66	37	49	18
6	81	13	18	68
18	51	22	63	61
73	84	16	99	27
83	45	79	28	80
24	12	42	28	4
9	14	82	62	55
7	68	22	79	30
97	84	36	57	20
62	89	19	20	76
44	98	72	99	51
82	57	26	21	2
43	50	74	77	16
45	99	36	43	22
49	76	2	43	73
52	48	79	24	99
21	27	19	78	63
98	61	43	22	4
79	87	61	83	81
75	95	84	7	37
91	79	17	66	21
26	11	47	32	98
28	59	1	28	63
4	37	6	82	46
72	37	54	73	51
91	63	10	95	67
41	55	17	40	68
52	42	20	83	38
88	51	59	50	78
27	38	89	97	99
52	29	44	61	79
49	72	20	24	43
12	85	29	62	76
39	14	17	87	44
16	54	7	23	26
58	1	62	80	63
49	79	57	6	13
35	47	23	74	34
88	17	64	15	90
44	42	37	69	71
35	85	9	38	26
99	1	80	66	14
24	21	42	83	11
57	96	26	57	2
50	19	9	17	42
57	48	76	36	11
54	20	34	73	99
77	66	11	3	53
50	24	31	86	42
16	31	34	98	38
55	92	40	39	27
24	35	81	12	24
25	72	84	47	96
96	86	37	23	16
9	19	66	76	24
46	67	39	23	4
69	86	26	75	36
97	52	96	15	33
58	40	60	97	83
53	38	47	99	57
6	78	78	4	62
57	39	47	51	12
83	38	12	24	30
44	46	54	100	42
84	92	29	46	71
30	4	94	22	49
56	37	83	96	53
10	72	54	21	97
87	26	10	12	65
18	2	71	69	14
62	88	75	85	45
82	4	49	54	7
9	54	91	44	87
48	66	100	27	16
94	73	20	74	23
7	44	61	42	42
21	45	26	46	42
91	38	1	100	58
8	29	80	72	79
29	8	31	58	25
17	66	44	87	17
57	2	70	84	17
8	79	41	60	40
5	48	55	61	96
68	40	81	65	24
95	85	54	56	7
38	30	79	73	68
12	27	20	14	20
4	82	69	97	53
29	69	34	21	12
86	17	87	66	82
72	12	26	95	41
68	35	7	22	98
47	47	41	38	50
83	89	83	91	58
92	81	71	37	46
45	2	28	83	100
29	87	21	8	78
32	36	56	22	55
3	7	85	86	63
78	81	78	18	46
82	27	34	93	8
86	12	90	41	67
31	77	28	95	43
93	45	86	86	17
63	55	74	76	100
10	54	15	10	49
3	85	39	4	64
77	14	18	47	51
94	72	55	95	92
39	60	35	6	66
31	53	36	98	16
44	27	68	17	35
89	83	83	46	15
69	76	32	15	93
15	62	15	76	17
97	85	45	8	71
5	42	40	79	17
58	66	93	30	87
86	45	68	1	30
12	8	100	97	29
31	47	75	70	63
57	65	52	59	50
80	32	7	82	47
11	42	18	74	11
90	56	91	22	90
3	24	24	79	5
65	74	34	35	98
51	12	40	52	64
88	81	52	90	22
94	87	21	69	25
45	87	15	50	52
43	54	83	1	80
31	5	52	28	41
53	29	87	40	9
85	56	79	1	8
6	18	1	85	44
4	49	24	46	29
82	80	69	15	53
73	51	42	14	37
52	95	66	66	15
85	39	11	28	81
62	85	37	63	13
76	52	47	59	72
42	43	74	88	30
100	83	51	90	18
74	39	76	94	55
55	13	86	47	95
44	32	18	16	96
76	46	23	1	26
27	21	87	100	77
84	88	8	2	63
65	18	4	34	43
77	86	25	38	59
7	82	58	47	57
76	71	58	39	72
67	19	33	64	54
79	73	87	69	66
68	66	6	31	91
32	6	66	22	77
41	92	32	38	38
57	87	71	12	57
74	3	37	54	81
12	8	21	98	91
57	49	26	56	18
29	49	79	49	84
68	90	64	31	90
16	9	6	10	79
19	36	36	65	31
97	90	45	93	33
10	87	96	67	58
40	22	26	65	59
77	23	32	90	66
45	99	26	40	38
79	13	36	77	10
77	68	41	46	73
99	45	11	60	44
60	6	93	44	83
69	40	8	81	73
92	29	19	4	40
72	54	46	48	85
25	66	45	93	45
66	3	43	8	92
91	39	75	84	11
43	32	17	34	80
50	22	89	27	6
49	93	80	97	29
87	11	32	6	29
48	24	93	77	51
29	43	55	17	27
75	62	40	8	46
52	59	30	52	95
100	100	44	4	80
6	65	70	47	60
96	86	4	70	28
23	85	99	11	89
32	23	40	7	35
7	92	68	49	59
70	47	49	15	99
19	1	59	91	79
56	75	49	13	23
42	68	42	45	16
45	77	100	12	21
17	88	28	27	58
19	86	1	60	53
86	65	65	25	86
77	29	27	61	24
95	14	20	15	3
99	69	58	99	2
2	22	84	56	73
10	65	26	26	34
1	71	70	100	90
22	98	68	36	68
88	94	20	97	65
5	96	58	78	4
95	12	89	4	34
67	74	88	59	66
66	87	12	87	61
28	72	53	50	10
75	52	60	25	29
21	64	18	62	29
93	77	11	88	41
95	61	44	89	46
59	14	38	78	21
52	51	59	46	95
86	42	45	58	96
47	17	30	77	39
32	48	31	4	90
83	31	63	87	31
49	49	55	39	29
77	1	48	50	40
70	5	69	75	84
56	76	21	37	67
36	42	90	98	76
15	32	95	72	39
71	33	89	73	11
97	55	84	46	81
98	28	81	84	52
62	53	46	6	51
74	36	34	12	41
65	18	99	18	92
79	99	6	76	75
23	35	85	4	88
24	80	57	67	97
3	94	7	97	38
66	71	1	52	59
58	80	53	17	61
76	30	64	73	17
30	58	83	80	35
82	7	18	89	47
51	68	49	44	93
65	46	28	78	60
23	83	27	8	10
61	10	59	3	4
91	14	87	29	47
70	24	44	73	25
33	34	2	47	53
23	41	23	42	83
5	70	44	6	74
34	7	26	3	48
73	25	93	43	91
5	11	15	62	4
68	50	10	81	30
97	95	1	21	30
24	86	61	9	89
10	7	9	16	70
64	47	20	94	90
80	36	100	38	32
38	41	33	4	92
38	88	94	16	52
60	16	57	8	38
79	7	52	50	49
59	84	74	36	53
1	32	84	4	31
61	20	96	7	79
22	30	6	54	24
36	34	27	47	68
23	54	20	53	19
2	74	90	98	44
23	29	13	4	52
34	34	9	88	54
13	73	82	11	64
47	78	15	37	56
95	55	75	5	73
30	41	29	44	100
41	47	72	53	91
74	90	2	81	56
75	33	55	2	67
99	26	93	77	87
55	25	75	60	27
43	90	73	43	37
3	75	12	72	90
47	47	40	75	78
92	38	32	34	82
93	44	17	55	42
29	33	21	41	94
86	71	79	52	17
86	69	80	70	25
78	19	54	17	12
82	76	70	53	66
53	4	14	55	36
98	14	82	75	70
93	36	66	100	85
79	97	9	26	7
36	3	77	57	72
79	18	30	57	53
45	37	92	2	19
91	53	27	59	64
88	88	36	30	5
89	60	85	31	57
63	16	30	70	94
63	87	44	44	15
53	63	20	85	100
96	61	90	88	91
66	29	11	30	6
68	82	5	7	30
19	34	94	27	31
48	57	90	22	72
62	100	88	38	20
52	89	94	89	38
68	33	80	29	19
55	56	89	29	12
28	67	12	4	18
12	84	45	4	25
70	56	7	96	4
46	72	15	34	100
79	37	92	83	95
22	15	16	79	77
81	48	47	23	62
83	95	78	72	7
48	74	44	14	29
80	56	58	76	70
63	28	75	35	81
9	47	9	71	35
9	69	82	53	47
95	82	77	55	99
61	37	7	55	2
24	21	57	61	15
44	4	68	46	24
12	27	9	28	72
47	92	13	98	100
89	88	23	8	88
64	71	55	90	52
35	56	46	86	44
15	61	38	70	76
49	12	7	81	67
77	53	60	81	84
32	57	83	59	39
83	5	57	65	40
38	63	56	66	83
76	72	42	95	48
83	94	10	77	7
53	74	6	97	25
59	95	28	46	5
11	72	25	43	60
6	87	25	95	38
64	60	55	99	95
7	79	21	11	3
66	58	30	34	91
33	44	90	22	58
86	30	4	27	35
46	19	24	57	51
87	35	67	56	38
64	86	47	41	27
20	36	74	32	76
17	77	92	30	23
41	54	78	82	58
71	48	60	60	57
16	43	12	88	26
11	92	86	41	83
93	77	6	8	94
12	8	34	40	21
52	21	25	68	28
88	54	75	30	39
91	5	6	74	18
22	82	93	97	20
66	72	54	15	27
98	18	16	35	33
4	42	2	71	55
88	1	3	37	51
48	53	82	97	89
16	55	25	59	73
37	31	48	45	29
61	53	16	24	82
71	21	11	70	32
60	67	6	92	80
89	12	90	82	33
71	30	55	36	52
67	72	85	65	75
58	82	31	90	87
91	8	98	92	5
56	100	5	48	50
68	17	19	18	39
43	70	60	94	16
19	64	100	51	2
7	23	34	10	64
64	91	69	26	87
34	68	79	8	64
68	14	79	7	28
78	78	66	23	32
20	98	70	51	40
85	1	16	74	66
34	41	39	24	95
44	79	70	33	10
85	20	100	42	51
75	96	3	37	82
100	28	2	19	44
66	24	6	50	48
39	61	43	33	12
39	55	18	28	43
24	90	78	48	89
57	43	56	69	66
56	55	50	64	72
57	32	78	87	6
34	25	45	99	61
15	60	58	73	80
99	33	8	93	47
81	9	81	45	79
27	36	58	10	25
79	25	65	79	91
17	92	77	7	43
92	15	26	95	60
58	91	5	71	51
13	40	25	16	29
